type,prompt,completion,url
Sleep Health Products,Does Dodow have any side-effects?,"
There's no need to worry. Dodow has no known side effects. It's just a device that emits pulsating light to help you relax and fall asleep.",https://www.resmed.com.au/knowledge-hub/does-dodow-have-any-side-effects
Sleep Health Products,Is Dodow suitable for the elderly?,"
Yes, but it may take elderly people a little longer to get used to the rhythm of the breathing.",https://www.resmed.com.au/knowledge-hub/is-dodow-suitable-for-the-elderly
Sleep Health Products,How long does it take to fall asleep with Dodow?,"
Dodow will take a few nights for people to get used to. Still, many Dodow users say they usually fall asleep within the 20-minute cycle. Some people can fall asleep faster within the 8-minute cycle. Individual results will vary.",https://www.resmed.com.au/knowledge-hub/how-long-does-it-take-to-fall-asleep-with-dodow
Sleep Health Products,What happens if Dodow doesn't work for me?,"
If you've given Dodow a fair go and you don't think it's working or the right product for you, don't worry. We have a 30-day money-back guarantee on our sleep products where you can return it for a refund or exchange.",https://www.resmed.com.au/knowledge-hub/what-happens-if-dodow-doesnt-work-for-me
Sleep Health Products,Can I use Dodow if I sleep on my side or stomach?,"
You can, although, given that the light will be projected onto the ceiling, it's best to start on your back and then adjust your bed position after. Alternatively, you can prop up Dodow on an angle to project the light onto the wall, so it's visible when you're lying on your side.",https://www.resmed.com.au/knowledge-hub/can-i-use-dodow-if-i-sleep-on-my-side-or-stomach
Sleep Health Products,Can Dodow help me fall back asleep if I wake up in the middle of the night?,"
You can use Dodow whenever you need help to fall asleep. It can be before bed, in the middle of the night or even early in the morning.",https://www.resmed.com.au/knowledge-hub/can-dodow-help-me-fall-back-asleep-if-i-wake-up-in-the-middle-of-the-night
Sleep Health Products,Can Dodow help me to fall asleep when there's background noise?,"
Meditative breathing by using Dodow can help calm the mind and put your body in a state that's inducive to sleep. This should minimize the distraction of background noises you hear.",https://www.resmed.com.au/knowledge-hub/can-dodow-help-me-to-fall-asleep-when-theres-background-noise
Sleep Health Products,Can I take Dodow with me when I travel?,"
Yes, and we encourage you to, especially if you have trouble sleeping away from home. Dodow is compact and battery-powered too, so it's super portable.",https://www.resmed.com.au/knowledge-hub/can-i-take-dodow-with-me-when-i-travel
Sleep Health Products,What do I do if I'm still awake before the end of the session?,"
Simply start a new session and try not to worry about anything else except matching your breath to the pulsating light. New users may need a few nights to get used to using Dodow.",https://www.resmed.com.au/knowledge-hub/what-do-i-do-if-im-still-awake-before-the-end-of-the-session
Sleep Health Products,Does Dodow stay on all night?,"
No, the light will turn off at the end of your chosen cycle option. If you're awake at the end of the cycle and wish to continue using Dodow, simply turn it back on.",https://www.resmed.com.au/knowledge-hub/does-dodow-stay-on-all-night
Sleep Health Products,"Will Dodow work on a vaulted, wood, or textured ceiling?","
Yes, Dodow can be used on a variety of ceilings, and you're able to adjust the brightness until you can see the light clearly too.",https://www.resmed.com.au/knowledge-hub/will-dodow-work-on-a-vaulted-wood-or-textured-ceiling
Sleep Health Products,Can Dreem2 be used with CPAP therapy?,"
Yes, you can use Dreem 2 while you're on with CPAP therapy, although it might be awkward to wear with some masks.",https://www.resmed.com.au/knowledge-hub/can-dreem2-be-used-with-cpap-therapy
Sleep Health Products,Can Dreem 2 be used with tinnitus?,"
Yes, you can still use Dreem 2 if you have tinnitus.",https://www.resmed.com.au/knowledge-hub/can-dreem-2-be-used-with-tinnitus
Sleep Health Products,Can I see the Dodow light without wearing my contacts or glasses?,"
It depends on your eyesight. Most people who wear glasses or contact lens will be able to see it. If you can't, you may need to adjust the brightness of the light.",https://www.resmed.com.au/knowledge-hub/can-i-see-the-dodow-light-without-wearing-my-contacts-or-glasses
Sleep Health Products,Can I use my CPAP with the Dodow?,"
Yes, you can. The Dodow is completely safe to use with your CPAP machine. If you're having difficulty relaxing on CPAP, we recommend trying the Dodow in conjunction with your CPAP therapy to help you relax and adjust to CPAP.",https://www.resmed.com.au/knowledge-hub/can-i-use-my-cpap-with-the-dodow
Sleep Health Products,How do I clean Dreem 2?,"
Simply wipe it down with a soft, non-perfumed and non-chemical cloth. Under no circumstances should you immerse your headband in water.",https://www.resmed.com.au/knowledge-hub/how-do-i-clean-dreem-2
Sleep Health Products,Is there an age recommendation?,"
Dreem 2 is recommended to be used by persons aged 18 years and over.",https://www.resmed.com.au/knowledge-hub/is-there-an-age-recommendation
Sleep Health Products,Why does my headband turn off abruptly?,"
Your headband may be turning off due to the following reasons:
Your headband not having enough charge.
Your headband has not received a signal for 1 hour due to it not being correctly worn.
There is an error with your headband for which you'll need to restart the headband.",https://www.resmed.com.au/knowledge-hub/why-does-my-headband-turn-off-abruptly
Sleep Health Products,Why am I unable to start a night from the Touchpad?,"
If your Touchpad is unresponsive, first check to ensure your headband is not paired with the Dreem Coach app. You can also try to restart the headband by turning it off then on.",https://www.resmed.com.au/knowledge-hub/why-am-i-unable-to-start-a-night-from-the-touchpad
Sleep Health Products,Why does my headband not turn off?,"
If your headband does not respond or turn off normally, you can force it off by holding the power button for 30 seconds until the power LED goes dim.",https://www.resmed.com.au/knowledge-hub/why-does-my-headband-not-turn-off
Sleep Health Products,Why can I not hear sound coming from the headband?,"
If you cannot hear any sound coming from your headband, please try to:
Increase the volume on the app by swiping the touchpad right to left.
Use earplugs during the night to block out background noise.
Pull the top arch of the headband back so that there is good contact between the front end of the headband and your forehead.",https://www.resmed.com.au/knowledge-hub/why-can-i-not-hear-sound-coming-from-the-headband
Sleep Health Products,Why won't my headband pair with my device?,"
If you have trouble pairing your headband and device, please check:
Your headband is sufficiently charged.
Your headband is near enough to your device.
Your device is not paired to another Dreem 2 headband. You will need to remove the old one and pair the new one if it is.
Once you've checked all these, restart both your headband and device before attempting to pair again.",https://www.resmed.com.au/knowledge-hub/why-wont-my-headband-pair-with-my-device
Sleep Health Products,Why can my partner hear sound coming from the headband?,"
If anyone else hears sound, the bone conduction transmitters are not in direct contact with your skin and are transmitting sound through the air instead. Resolve this by ensuring there is good contact between the front end of the headband and your forehead.",https://www.resmed.com.au/knowledge-hub/why-can-my-partner-hear-sound-coming-from-the-headband
Sleep Health Products,Why do I get an exclamation mark on the app?,"
This means the signal quality of the headband was poor the previous night, and the data collected may not be relevant. To prevent this from happening again, please ensure:
Your headband is worn and adjusted correctly.
Your face and hair are clean, and they're free of lotions or creams as much as possible.
You clean your headband and its sensors every 10 days or so with disinfectant.
After you complete the checks above, you can 
https://support.dreem.com/hc/en-us/articles/360030355792
verify the quality of your signal with LIVE EEG
.",https://www.resmed.com.au/knowledge-hub/why-do-i-get-an-exclamation-mark-on-the-app
Sleep Health Products,Why does the headband leave marks on my forehead?,"
Sometimes wearing the headband can lead to marks or discomfort. To prevent this, you can try the following tips:
Wear the headband higher up on your forehead while ensuring it still makes good contact with your skin.
Sleep on your back or side rather than on your stomach.
Ensure your skin is clean to reduce the chance of dirt building up in the area that makes contact with your skin
If you're be experiencing an allergic reaction to the headband, please give us a call.",https://www.resmed.com.au/knowledge-hub/why-does-the-headband-leave-marks-on-my-forehead
Troubleshooting,My mask is leaking. What does this mean?,"This could be due to unnecessary air coming from your mask. Refer to user guide.
This means that there is a substantial amount of unnecessary air coming from your mask. This can usually be rectified by adjusting the mask fit. Refer to the troubleshooting section in your 
https://support.resmed.com/en-au/
mask user guide
.
If your mask fit is acceptable, your mask may be damaged and be in need of a replacement. The average life expectancy of a mask is 12 months. If you believe your mask is older than this, you may need to replace it as the quality may be compromised.",https://www.resmed.com.au/knowledge-hub/my-mask-is-leaking.-what-does-this-mean
Troubleshooting,How do I know what size CPAP mask I need?,"
On this page, you will find mask fitting templates for a variety of our different ResMed CPAP masks. These templates can be used to determine what mask/cushion size will be most suitable for you, so you can ensure that you have the correct size for your face. 
Here is how to use the ResMed CPAP mask fitting templates: 
Download and print off the desired mask template (make sure it is printed to scale) 
Using a pair of scissors cut out the template along the dotted lines 
Stand in front of a mirror, or ask someone else to help you hold up the template to determine the correct cushion size for you. 
You can find all of our mask fitting templates below: 
Full Face Masks
 
https://document.resmed.com/documents/products/mask/airtouch-f20/fitting-template/AirTouch_F20_Fitting_Temp_Web_mm_Eng.pdf?__hstc=121504279.cfb7dbd30b5a48a21bf318e5a22e104a.1595200707758.1605222328805.1605486599253.147&__hssc=121504279.3.1605486599253&__hsfp=441632316&_ga=2.258069834.1195214181.1605486597-1124391092.1595200706
AirTouch F20 Full Face Mask
 
https://cdn2.hubspot.net/hubfs/2163007/Mask%20Fitting%20Templates/airfit-f20_fitting-template-web-mm_glo_eng.pdf
AirFit F20 Full Face Mask
 
https://www.resmed.com/au/dam/documents/products/Mask/airfit-f30/fitting-guide/airfit-f30_fitting-temp-web_mm_eng.pdf?__hstc=121504279.cfb7dbd30b5a48a21bf318e5a22e104a.1595200707758.1605222328805.1605486599253.147&__hssc=121504279.3.1605486599253&__hsfp=441632316&_ga=2.87596632.1195214181.1605486597-1124391092.1595200704
AirFit F30 Full Face Mask
 
https://www.resmed.com.au/hubfs/AirFit-F30i/AirFit-F30i-Guides/airfit-f30i-cushion-fitting-guide.pdf
AirFit F30i Full Face Mask
Nasal Masks
 
https://document.resmed.com/documents/products/mask/airtouch-n20/fitting-template/airtouch-n20_fitting-template-web-mm_eng.pdf
AirFit/AirTouch N20 Nasal Mask
 
https://www.resmed.com/au/dam/documents/products/Mask/airfit-n20-classic/fitting-guide/airfit-n20-classic_fitting-template-mm_row_eng.pdf?__hssc=121504279.3.1605486599253&__hstc=121504279.cfb7dbd30b5a48a21bf318e5a22e104a.1595200707758.1605222328805.1605486599253.147&__hsfp=441632316&hsCtaTracking=8fddb8fd-5520-4570-9f7c-702ca31f875b%7C4d3c889d-62db-4d2f-b6a6-667b0b18491a&_ga=2.257145291.1195214181.1605486597-1124391092.1595200704
AirFit N20 Classic Nasal Mask
 
https://shop.resmed.com.au/sleep-apnea/cpap-masks/cpap-nasal-masks/
Click here
 to view our range of nasal masks
Nasal Cradle Masks
 
http://18.232.221.207:4502/content/dam/resmed/global/documents/products/Mask/airfit-n30/fitting-guide/airfit-n30_fitting-temp-web_mm_eng.pdf
AirFit N30 Nasal Cradle Mask
 
https://support.resmed.com/en-au/masks/airfit-n30i/
AirFit N30i Nasal Cradle Mask 
Nasal Pillow Masks
 
https://support.resmed.com/en-au/masks/airfit-p30i/
AirFit P30i Nasal Pillow Mask 
https://document.resmed.com/documents/products/mask/airfit-p10/user-guide/airfit-p10-airfit-p10-for-her_user-guide_apac_eng.pdf
AirFit P10 Nasal Pillow Mask
 
If you have any questions, please contact our team on 1800 737 63 or 
https://resmed.com.au/store-finder?_ga=2.262918476.1195214181.1605486597-1124391092.1595200704
find your local ResMed store or accredited partner
 to make an appointment for a fitting. ",https://www.resmed.com.au/knowledge-hub/how-do-i-know-what-size-cpap-mask-i-need
Sleep Health Products,Why is my headband not charging?,"
If your headband does not turn on and charge when placed on the dock, you should check your charger and cable are working with another similar device. This will help determine whether it's the device that is faulty or if it's the dock and cable.",https://www.resmed.com.au/knowledge-hub/why-is-my-headband-not-charging
Troubleshooting,"I'm getting red marks on my face from my mask, is there anything I can do?","There are a few tips to consider to help.
If you often wake up with redness or marks on your skin, you may need to adjust or replace your mask. Firstly, try adjusting your mask to a looser fitting so that you still achieve a good seal but with less pressure on your face. Try this for at least 2-3 nights. 
If that doesn't work, here are some tips you can try:
Consider the age of your cushion and headgear. A stretched headgear or a worn cushion may be contributing to the redness.
Make sure your mask is clean as a build-up may be causing irritation
Check you have the right mask size.
Some masks are available with soft wraps for the frame and act as an extra defense against facial marks.
Add a layer of padding between the cushion and your skin, with the 
https://shop.resmed.com.au/resmed-gecko-nasal-pad/
Gecko nasal pads
.
If you use both a nasal mask and a nasal pillows mask, alternate between wearing the nasal mask (which covers your nose) and the nasal pillows mask (which sits at the entrance of your nostrils). This can ease the pressure off different parts of your face
If you are using a full face mask, consider switching to the 
https://shop.resmed.com.au/resmed-airtouch-f20-starter-kit-mask-system-and-2-foam-cushions/
AirTouch F20
. The foam cushion on this mask is often more gentle on the skin.",https://www.resmed.com.au/knowledge-hub/im-getting-red-marks-on-my-face-from-my-mask-is-there-anything-i-can-do
Troubleshooting,How can I alleviate ear or sinus discomfort caused by therapy?,"There are a few suggestions to help with discomfort from mask fitting to mask type.
There are many causes of ear and sinus discomfort, and many ways to treat it. Here are some suggestions:
Make sure your mask is fitted correctly and is not leaking. The dry air caused by leak can create discomfort
If you are also waking with a dry mouth then consider switching to a full face mask to prevent air releasing from your mouth and drying out your throat
Increase your humidification level by small increments as this will add more moisture to the air you are breathing in
Call us on 1800 737 633 to discuss your pressure. You may feel more comfortable on an 
https://shop.resmed.com.au/sleep-apnea/cpap-machines/apap-machines/
auto-adjusting therapy machine (APAP)
Consider using a nasal spray such as Nozoil to prevent dryness in the nose
If you have tried these and feel they have been unsuccessful, contact your GP to discuss these issues further.",https://www.resmed.com.au/knowledge-hub/how-can-i-alleviate-ear-or-sinus-discomfort-caused-by-therapy
Troubleshooting,What does the machine message 'adjust mask seal' mean?,"Adjust mask seal means that there is a significant amount of air leak coming from your equipment.
This message means that there is a significant amount of air leak coming from your equipment.
Most commonly, it is coming from the 
https://shop.resmed.com.au/sleep-apnea/cpap-masks/
mask
, but leak can also be registered through holes in the tubing, or a faulty humidifier.
Begin by examining your tubing for any small holes, particularly near the ends. Check that there are no cracks in your humidifier chamber (usually found along the bottom) and that all equipment is fitting into the machine well. Remove the tub and take a look inside the machine. Check that the seals are not crushed or folded in.
Examine your mask for any obvious faults such as tears in the cushion or seals. If there are no obvious faults, consider the age and quality of your mask. Some signs that your mask may need to be replaced include stretched headgear, cushion discoloration and/or if your cushion has an oily appearance to it.
If everything appears fine, try completely re-fitting your mask. If you're unsure of how to do that we suggest making an appointment at your nearest 
/stores
ResMed Authorised Dealer
. ",https://www.resmed.com.au/knowledge-hub/what-does-the-machine-message-adjust-mask-seal-mean
Troubleshooting,I'm getting irritating red marks on the top of my nose. How can I fix this?,"There are a few techniques you can try to fix this issue. Here is a list of things you can try.
If you are getting any irritation or redness on the top of your nose, then they are a few things you can do to try to fix the issue.
The first thing you should try doing is adjusting the straps of your mask so you are applying less pressure to the bridge of your nose. You will still want to make sure you are not experiencing any leak though, so try to find a happy medium between being not too tight and not causing any leakage.
If this doesn’t work, then there are a few other things you can try:
Make sure you are cleaning your cushion frequently as this can lead to red marks and irritation (we recommend once a day with our CPAP Soap and warm water in the morning).
Try adding a barrier between the skin of your face and the cushion with some 
https://shop.resmed.com.au/resmed-gecko-nasal-pad-10-pack/
Gecko Nasal Pads
 or 
https://shop.resmed.com.au/remzzz-full-face-padded-liners-for-resmed-and-philips-masks/
REMZzz Padded Liners
 (make sure you select the right size for the mask that you are currently using).
You may need to replace your cushion and/or headgear if they are starting to wear out or become worn.
Make sure you have the right sized cushion for your nose/face shape.
Consider swapping to a mask that doesn’t make contact with the top of your nose. There are a variety of options in both full face and non-full face designs that allow you to do this.
If you are using a 
https://shop.resmed.com.au/resmed-airfit-f20-full-face-mask/
ResMed AirFit™ F20
 mask then you may want to consider trying out 
https://shop.resmed.com.au/resmed-airtouch-f20-cushion-3pk/
ResMed AirTouch™ F20 cushions
 instead as they incorporate a memory foam design that is much easier on the skin.
Rule out the possibility of an allergic reaction. If you have an allergy to silicone then this may be what is causing the redness to appear.
If you need any assistance, please contact us on 1800 737 633 to talk to one of our friendly staff.",https://www.resmed.com.au/knowledge-hub/im-getting-irritating-red-marks-on-the-top-of-my-nose.-how-can-i-fix-this
Troubleshooting,Why is my machine shutting off at night?,"There are a number of reasons why your machine may be shutting off at night, read the more common possibilities.
A number of things could be responsible - here are the most common:
Check to see if your 
https://shop.resmed.com.au/resmed-airsense-10-psu-90w-anz/
power supply unit
 is fully (and correctly) inserted into the device. When it is correctly inserted, the power button will light up.
Your power supply unit (PSU) may need replacing. Check to see if there is a bright green light on the top of your power supply (S9 and AirSense10 only). If not, the power supply unit will need replacing. If the light is on but the PSU is older than two years, consider replacing as it may be causing inconsistent powering.
If there's a message on the screen, follow the instructions to clear the message or contact your outlet
Ensure your 
https://shop.resmed.com.au/sleep-apnea/cpap-masks/
mask
 is on before turning the device on.
Check whether the filter is blocked. If so, you may need to 
https://shop.resmed.com.au/filters-for-resmed-s9-and-airsense-10-12-pack/
replace your filter
.
If you are experiencing a high amount of leak and the SmartStart™ setting is turned on, it's possible your machine is stopping due to this. Try turning off the SmartStart™ setting on your machine.
Check that the therapy machine's lid is properly closed (as well as the humidifier lid for applicable machines, such as the H5i™ humidifier in the S9™ device) or that the humidifier tub is fully inserted.
Check that the tubing is inserted correctly. If you are using a 
https://shop.resmed.com.au/resmed-climateline-tubing-for-airsense-10/
heated tube
, ensure that the heating element is inserted into the correct area.
Make sure you're not using the Start/Stop button to light the LCD during the night, as this will stop your therapy.
Ensure that no blankets or other objects are covering the power supply unit.
Try unplugging the machine, then plugging it back in again.
Try using a different power point, power board, or extension cord.",https://www.resmed.com.au/knowledge-hub/why-is-my-machine-shutting-off-at-night
Troubleshooting,My tube is pulling while I'm sleeping which affects my mask seal. How can I fix this?,"'Tube drag' is when your tube pulls on your mask and affects the seal, causing leaks.
If you don't realise it's happening, you can find yourself tightening the mask for the wrong reasons and causing more leaks.
Many masks are designed to manage a certain level of tube drag. With the machine turned on, pull gently on the tube to find out what tube drag feels like. Roll around a bit in bed to see if your tube gives you enough room to move, and how much tubing you actually need. Most masks have longer tubing available if you need it.
https://shop.resmed.com.au/sleep-apnea/cpap-accessories/tubing/
Browse tubing options on our online store.",https://www.resmed.com.au/knowledge-hub/my-tube-is-pulling-while-im-sleeping-which-affects-my-mask-seal.-how-can-i-fix-this
Troubleshooting,Is your mask making funny noises?,"Funny noises may suggest you have an issue with your cushion seal and require re-fitting your mask.
If your 
https://shop.resmed.com.au/sleep-apnea/cpap-masks/
mask
 is making some burping or blurting sounds, it's likely that you have an issue with your cushion seal. This can usually be solved by re-fitting your mask.
More often than not the sound comes from the areas that touch your cheeks, so consider tightening the bottom straps of your mask. Keep in mind that even the best-fitting masks may still have some minor leaks, but there should generally be minimal leak from everywhere other than the vent.
Please note:
 Your mask should be fitted with any false teeth removed as this can also affect the seal of your mask.
If the noise does not subside, consider contacting us to arrange an appointment with one of our friendly sleep coaches on 1800 737 633 for a mask fitting.
 ",https://www.resmed.com.au/knowledge-hub/is-your-mask-making-funny-noises
Troubleshooting,Why is there a gurgling sound in the tube and condensation building up in the mask?,"A gurgling sound in the tube could be something known as CPAP Rainout - which you can prevent.
Are you currently experiencing a gurgling sound coming from your 
https://shop.resmed.com.au/sleep-apnea/cpap-machines/
CPAP machine
 and noticing water condensation in your 
https://shop.resmed.com.au/sleep-apnea/cpap-machines/accessories-parts/
tubing
 and 
https://shop.resmed.com.au/sleep-apnea/cpap-masks/
mask
?
If so it is likely due to something known as 
CPAP Rainout
.
CPAP Rainout occurs when the air travelling through the hose of your machine is warmer than the temperature of your room. This causes condensation to build up in both the tubing of your machine and your mask.
As a result, you may experience a gurgling noise (caused by air passing through the wet tubing of your machine) and notice moisture build-up in your mask. This can be quite uncomfortable and can lead to having a poorer night’s sleep.
Thankfully there are a few things you can do to prevent this:
Decrease the humidity level of your humidifier: 
By decreasing the humidity level, your humidifier will be producing less moisture. This will reduce the likelihood of condensation occurring in your mask or tubing.
Use a heated tube: 
Heated tubing can be helpful to keep the moist air coming from your humidifier at a consistent temperature as it travels through the tubing to your mask. If the temperature of the air remains constant during this time, then it is less likely to be converted into water droplets.
Insulate your tubing: 
Wrapping the tubing of your machine with something like a 
https://shop.resmed.com.au/resmed-slimline-tubing-wrap/
tubing wrap
 can be useful in preventing CPAP Rainout. Otherwise, you can try keeping the tubing of your machine underneath the covers of your bed while you sleep at night.
Increase the temperature of your room: 
By adjusting the ambient temperature of your room you may be able to prevent this issue from occurring. This can be as simple as turning the heater on to warm up the room a little before heading to bed.
As you may expect, CPAP rainout is more likely to occur during the colder months as the temperature begins to fall – so be wary about this happening during autumn and winter when things start to get cooler.
For further assistance please contact 1800 737 633.",https://www.resmed.com.au/knowledge-hub/why-is-there-a-gurgling-sound-in-the-tube-and-condensation-building-up-in-the-mask
Troubleshooting,My tube fills up with water at night. What can I do?,"Here's what you can do to reduce the build up of water in the tube.
You might have heard the term 'rainout' in reference to humidification. Basically rainout is condensation building up in the tube. If you have rainout, you might hear a gurgling sound in your tubing when you breathe on therapy.
Here's what you can do to reduce rainout:
Use 
https://shop.resmed.com.au/sleep-apnea/cpap-machines/humidifiers/
ResMed's Climate Control humidification
 solution, which is designed to provide enough humidification to help you breathe comfortably, while keeping rainout at a minimum. Make sure you're using a 
https://shop.resmed.com.au/sleep-apnea/cpap-accessories/tubing/
ClimateLine™ heated tube
.
If you're still experiencing rainout, try turning the humidity level down a little.
Rainout can happen if your bedroom gets too cold at night, so try to keep your room warmer overnight.
If you’re not using ClimateLine, to keep your tubing (and the air travelling inside it) warmer during the night, you can use a 
https://shop.resmed.com.au/resmed-slimline-tubing-wrap/
tubing wrap
.",https://www.resmed.com.au/knowledge-hub/my-tube-fills-up-with-water-at-night.-what-can-i-do
Travel,I have a caravan/motor home. Can I run my machine off the existing battery?,"Yes, only if the battery has sufficient capacity.
Yes. Providing the battery has sufficient capacity, your ResMed sleep apnea machine can operate from the battery supply within a caravan or motor home. You will need a suitable inverter or converter to connect your machine to the battery power. You can buy these online via our Online Shop or your local ResMed Authorised Dealer can assist in your choice of a suitable inverter or converter for your machine.
https://shop.resmed.com.au/resmed-airmini-dc-dc-power-converter/
AirMini DC-DC converter - Buy now
https://shop.resmed.com.au/resmed-airsense-10-autoset-auto-machine/
Airsense 10 DC-DC converter - Buy now
https://shop.resmed.com.au/resmed-dc-12v-and-24v-s9-model-converter/
S9 DC converter - Buy now",https://www.resmed.com.au/knowledge-hub/i-have-a-caravanmotor-home-can-i-run-my-machine-off-the-existing-battery
Travel,I will be travelling with my therapy machine. Is there anything I should know?,"Here are a few things you should think about when travelling with your therapy machine.
There are a few things to consider when travelling with a CPAP, APAP or bilevel sleep apnea machine:
Humidifiers use a substantial amount of power. If you are travelling somewhere using a DC converter or battery then you should consider detaching or turning off your humidifier.
https://shop.resmed.com.au/sleep-apnea/cpap-machines/
Therapy machines
 are medical devices and should not count towards your luggage allowance. Always carry your device separately and consider keeping a copy of your script and a travel letter in your bag. If you do not have these documents, please contact us so we can try and help you source them.
When transporting your machine, always empty the humidifier tub to avoid water damage and place it in its own compartment in the carry bag.
When sleeping on an airplane, do not use your humidifier as turbulence increases the risk of water spillage and damage to the machine.
If you’re using a sleep apnea machine with built-in wireless connectivity on a plane, always enable Airplane Mode. See your 
https://support.resmed.com/en-au/
user guide for instructions
.",https://www.resmed.com.au/knowledge-hub/i-will-be-travelling-with-my-therapy-machine.-is-there-anything-i-should-know
Travel,How do I pack up my CPAP machine for travel?,"Follow these steps to ensure no damage to your CPAP machine.
Ensure that there is no water in the humidifier tub before detaching it from the machine and packing it away. Do not use your humidifier on the aircraft as turbulence increases the risk of water spillage and damage to the machine.
Enable Airplane Mode (in machines with wireless connectivity.) 
https://support.resmed.com/en-au/
See your machine user guide for details
.",https://www.resmed.com.au/knowledge-hub/how-do-i-pack-up-my-cpap-machine-for-travel
Travel,Will my machine work in a foreign country?,"Yes, your machine will work overseas.
Yes, your CPAP, APAP or bilevel sleep apnea machine will work in a foreign country, just make sure you pack the correct plug adapter for the country you're travelling to, because power outlets may differ between countries. Adapters can be bought from most electronics and travel stores, as well as in airports.",https://www.resmed.com.au/knowledge-hub/will-my-machine-work-in-a-foreign-country
Travel,How does Airplane Mode affect data transmission?,"Airplane Mode disables the AirSense™ 10, AirCurve™ 10 and Lumis™ machine's cellular connectivity and makes data transmission to AirView™ temporarily unavailable.
It will also prevent transmission of data to your myAir™ program. You will need to let your ResMed Authorised Dealer or your doctor know you are going overseas, because the data will stop streaming to their AirView account while you’re away.",https://www.resmed.com.au/knowledge-hub/how-does-airplane-mode-affect-data-transmission
Travel,I am going on a cruise. Can I use my machine on the boat?,"Yes, but you will need to check on your power supply.
Yes. You will just need to check that the power supply is between 100–240V and 50–60Hz. Also ensure you pack the correct plug adapter for the country you’re traveling to because power outlets differ in each country. Adapters can be bought from most electronics and travel stores.",https://www.resmed.com.au/knowledge-hub/i-am-going-on-a-cruise.-can-i-use-my-machine-on-the-boat
Travel,Will I be able to power my ResMed CPAP machine overseas?,"Make sure to pack the correct plug adapter for the country you're travelling to, to be able to power your CPAP machine.
Because power outlets may differ between countries, make sure you pack the correct plug adapter for the country you're travelling to. Adapters can be bought from most electronics and travel stores, as well as in airports.
It’s also handy to pack an extension cord, just in case your hotel room doesn’t have a power socket located near the bed head.",https://www.resmed.com.au/knowledge-hub/will-i-be-able-to-power-my-resmed-cpap-machine-overseas
Travel,I am going camping. What do I need to run my sleep apnea machine?,"Find out exactly what you will require to run your CPAP machine while camping.
You will need a marine or deep cycle battery – rated 50 amp hours or higher, plus one of the following:
For AirMini, AirSense 10, AirCurve 10, Lumis and S9 machines, a ResMed converter is available from your nearest ResMed Authorised Dealer or on the ResMed online shop.

https://shop.resmed.com.au/resmed-converter-for-airsense-10-dc-dc/
https://shop.resmed.com.au/resmed-airmini-dc-dc-power-converter/
AirMini DC-DC converter - BUY NOW
https://shop.resmed.com.au/resmed-converter-for-airsense-10-dc-dc/
Airsense 10 DC-DC converter - BUY NOW
https://shop.resmed.com.au/resmed-dc-12v-and-24v-s9-model-converter/
S9 DC converter - BUY NOW






Alternatively, you can use a modified sine wave inverter with a continuous power rating of 150w or higher for these devices. (not for use with older machines using H2i, H3i or H4i humidifiers). Enquire about purchasing an inverter at your local electronics store.
For older machines using H2i, H3i or H4i humidifiers, you’ll need a pure sine wave inverter with a continuous power rating of 300w and a peak/surge rating of 500w.",https://www.resmed.com.au/knowledge-hub/i-am-going-camping.-what-do-i-need-to-run-my-sleep-apnea-machine
Travel,Can I go camping with my machine?,"Yes, we offer converters to assist you with your CPAP therapy while camping.
We offer converters for our wide range of products. These converters allow you to use your machine from a 12V or 24V DC power source in a car, boat, caravan or other vehicle that has a suitable battery.
In addition, most of our machines operate with an external battery source. Find out what type of battery you need for your machine by checking our 
https://www.resmed.com/au/en/consumer/support/devices.html
battery guide
.",https://www.resmed.com.au/knowledge-hub/can-i-go-camping-with-my-machine
Travel,Do I need to send my airline a letter saying I'm going to travel with my ResMed CPAP machine?,"It depends on the airline you are travelling with.
It can be difficult to know whether or not you need to send a letter to your airline before travelling with your 
https://shop.resmed.com.au/sleep-apnea/cpap-machines/
CPAP machine
.
The answer to this question is that it 
depends on the airline that you are travelling with
.
It is highly recommended that you contact your airline at least 2 weeks prior to your flight departure. It may also be a good idea to talk directly to the Medical Services Department of the airline so they can give you the all clear for in-flight use of your CPAP machine.
Furthermore, they will also be able to advise you if a letter is required from your doctor or not.
If you planning on using your machine during your flight then you should try to pick a seat that has access to power. When you are on the flight remember to turn the humidifier off and switch your CPAP machine to airplane mode.
Keep in mind that if you are planning on travelling internationally then you may need a power adapter to power your machine as the plug type may differ.
For further assistance please contact 1800 737 633.",https://www.resmed.com.au/knowledge-hub/do-i-need-to-send-my-airline-a-letter-saying-im-going-to-travel-with-my-resmed-cpap-machine
Travel,Will my CPAP machine count towards my carry on luggage limit?,"Check with your airline if your CPAP machine counts towards your luggage limit.
Medical machines normally do not count towards your carry-on luggage limit, but it's best to check with your airline for confirmation.",https://www.resmed.com.au/knowledge-hub/will-my-cpap-machine-count-towards-my-carry-on-luggage-limit
