category,sku,product,description,price,breadcrumb,product_url,money_back,rating,total_reviews,tags,type
Sleep health,SKU:Online Only,Reflux Relief Pillow,"Medcline Reflux Relief System offers a natural way to relieve symptoms of acid reflux. Designed for side sleepers this pillow has a gel-infused foam for added cooling comfort and a gentle padded incline to prevent sliding down at night.
This patented system puts you in a gently inclined sleeping position proven to improve symptoms of acid reflux.Dual component design Medical grade foam 3 sizes ALWAYS READ THE LABEL AND FOLLOW THE INSTRUCTIONS FOR USE. IF SYMPTOMS PERSIST, TALK TO YOUR HEALTHCARE PROFESSIONAL.",,Home > Sleep health > Pillows > Reflux Relief Pillow,https://shop.resmed.com.au/reflux-relief-pillow/,True,3.7,10,Reflux Relief|Pillow|Sleep Health|Gel-Infused Foam|Medical Grade Foam,Product
Sleep health,SKU:7078760,Red Light Torch,"Don't let blue light disrupt your sleep. With this red light torch you can find your way in the dark without blasting your eyes with the blue wavelengths emitted by most torches and phone flashlights.
The ultimate touch to use when maneuvering in darkness without disrupting melatonin production.The BlockBlueLight Twilight Torch uses 9 x bright LED's and emits only pure red light, so there is no sleep disrupting blue or green light exposure.This product requires 3x AAA batteries and these are not included. ",30.00,Home > Sleep health > Lighting > Red Light Torch,https://shop.resmed.com.au/red-light-torch/,True,2.5,2,Torch|Red Light|LED|Melatonin|Sleep Disrupting,Accessory
Sleep health,SKU:7078752,BLKBLULHT Glasses Style,"These premium BlueLightBlock glasses not only block blue light, but make you look good while doing it!
",69.00,Home > Sleep health > Glasses > BLKBLULHT Glasses Style,https://shop.resmed.com.au/blkblulht-glasses-style/,True,0.0,0,Glasses|BlueLightBlock|Sleep Health|BLKBLULHT,Accessory
Sleep health,SKU:7078761,Red LED bulbs x2,"Replacement bulbs for your Red NightLight.
",20.00,Home > Sleep health > Lighting > Red LED bulbs x2,https://shop.resmed.com.au/red-led-bulbs-x2/,True,0.0,0,Red LED|NightLight|Replacement Bulbs|Sleep Health|Lighting,Accessory
Sleep health,SKU:7079288,Day & Night Essentials Roll On,"This duo pack contains 2 roll-ons: one for day and one for night. The day roll-on provides energy throughout the day. Night roll-on is use during the evening to promote calmness and help prepare yourself for sleep.
Day & Night Essentials Roll On:This duo pack contains 2 roll-ons: one for day and one for night. The day roll-on provides energy throughout the day. Night roll-on is use during the evening to promote calmness and help prepare yourself for sleep.• Not tested on animals, cruelty free, sulphate, paraben & palm oil free• Made in Australia• Simply roll onto pulse points when required, temples and wrists• Due to the dilution of essential oils in Jojoba oil the blends are safe for everyone to use1. Effervescent with Lapis Lazuli Crystals (Day Roll On)Lapis Lazuli crystals are used for energy, wisdom, intellect and truth.• Mandarin (Citrus reticulata) • Lemongrass (Cymbopogon flexuosus) • Bergamot* (Citrus bergamia) • Nutmeg (Myristica fragrans) • Basil* (Citrus basilicum) 2. Stillness with Tiger Eye Crystals (Night Roll On)Tiger Eye crystals help you with calmness, harmony & balance. • Orange Sweet* (Citrus sinensis) • Cedarwood Atlas* (Cedrus atlantica) • Lime* (Citrus aurantifolia) • Bergamot* (Citrus bergamia) • Frankincense* (Boswellia carteril) • Ylang Ylang* (Cananga odorata) • Geranium* (Pelargonium graveolens)*certified organic",59.95,Home > Sleep health > Pre-Bedtime Aids > Day & Night Essentials Roll On,https://shop.resmed.com.au/day-night-essentials-roll-on/,False,4.0,2,Roll On|Sleep Health|Lapis Lazuli|Tiger Eye|Mandarin|Lemongrass|Bergamot|Nutmeg|Basil|Orange Sweet|Cedarwood Atlas|Lime|Frankincense|Ylang Ylang|Geranium,Product
Sleep health,,Shift Worker Bundle,"Shift worker bundle includes: Re-timer glasses, contour eye mask, and Sweet Dreams light bulb (choose either screw or bayonet)
Generally, the body is programmed to sleep best overnight and to be most alert during the day and early evening. If you work different shifts throughout the day it may be more difficult to get enough sleep. For example, if you start work late in the evening, it could result in having difficulty sleeping when coming back home with the noise and light of the daytime. When working very early shifts or ones late in the evening, workers often complain of being tired, both on and off the job. It may be harder to concentrate and be alert while at work.",295.00,Home > Sleep health > Fall Asleep Faster > Shift Worker Bundle,https://shop.resmed.com.au/shift-worker-bundle/,False,0.0,0,Shift Worker|Re-timer glasses|Contour eye mask|Sweet Dreams light bulb|Sleep health,Product
Sleep health,SKU:WL684193DDM,Drift and Dream Sleep Mist – 125mL,"The Sleep Mist spray is an oil blend designed to be used on bed linen or on your body to promote relaxation and help you ease into a better night’s sleep.
 Key featuresIngredients  MAILLETTE (Lavandula angustifolia) SWEET ORANGE (Citrus Sinensis) PETITGRAIN (Citrus aurantium) ROMAN CHAMOMILE (Chamaemelum nobile) SANDALWOOD (Santalum album) ",25.00,Home > Sleep health > Pre-Bedtime Aids > Drift and Dream Sleep Mist – 125mL,https://shop.resmed.com.au/drift-and-dream-sleep-mist-125ml/,False,5.0,1,Sleep Mist|Sleep Health|MAILLETTE|Sweet Orange|Petitgrain|Roman Chamomile|Sandalwood,Product
Sleep health,SKU:7078706,SnoreRx ®,"The SnoreRx mouthpiece is a simple, cost-effective treatment designed to reduce snoring. You can customise it yourself so it fits your mouth comfortably.
Safe to use All components are made from premium copolymer materials. There are no latex, screws, wires, nuts, bolts or springs.Customised fit You customise SnoreRx using the ‘boil and bite’ process to make an accurate impression of your mouth.Adjustable SnoreRx is the only anti-snoring mouthpiece that offers precise calibration in 1mm increments. No tools are required to set or reset. SnoreRx is a semi-custom mandibular advancement device (MAD) that gently advances the lower jaw forward. It opens your airway at night, improves breathing and reduces the irritating snoring sound. Unlike other snoring mouthguards, SnoreRx can be calibrated to a custom setting at any time in 1 millimeter increments to provide optimal comfort and effectiveness.SnoreRx is comprised of two medical-grade copolymers. All components are latex-free and hypoallergenic.SnoreRx uses the boil-and-bite process to create a custom impression of your teeth. If your current impression does not clearly display well-defined teeth marks, you may repeat the custom fitting steps. The custom fitting steps can be done a total of two times.SnoreRx's patented design accomodates adjustment of the lower jaw in one millimeter increments. The lower jaw can be adjusted up to six millimeters.We recommend to use SnoreRx on the 1 millimeter setting the first night of use. If snoring is not reduced after 3 to 5 nights, the setting can be advanced one additional millimeter. Each setting should be worn a minimum of 3 to 5 nights prior to adjusting. Most users find that snoring is significantly reduced on a setting of 3 to 5 millimeters. SnoreRx should not be used by individuals who:ALWAYS READ THE LABEL AND FOLLOW THE INSTRUCTIONS FOR USE. IF SYMPTOMS PERSIST, TALK TO YOUR HEALTHCARE PROFESSIONAL.",99.00,Home > Sleep apnea > CPAP Alternatives > SnoreRx ®,https://shop.resmed.com.au/snore-rx/,True,2.9,93,SnoreRx|MAD|Sleep Health|CPAP Alternatives|Anti-Snoring,Product
Sleep health,SKU:BND168,Block Blue Light Family Pack,"Block Blue Light  Family Pack includes:
Artificial blue light can negatively impact your sleep. When you expose yourself to blue light that comes from smartphones, tablets, laptops or even lighting in your home this supresses melatonin which is your natural sleep chemical in your brain that helps you fall asleep. Changing your screen colour alone isn’t enough for limiting the impact of portable electronic devices on melatonin levels at night, and you should always wear Blue light-blocking glasses if you are going to use any light emitting device in bed at night.",199.00,Home > Sleep health > Glasses > Block Blue Light Family Pack,https://shop.resmed.com.au/block-blue-light-family-pack/,False,0.0,0,Family Pack|Blue Light|Sleep Health|Melatonin|Glasses,Accessory
Sleep health,,Bambi Cooltouch Waterproof Mattress Protector,"Stay cool all night long with Bambi’s Cooltouch™ Active Mattress Protector.
Stay cool all night long with Bambi’s Cooltouch™ Active Mattress Protector. This remarkable product is ideal for hot sleepers or those suffering from menopause. It has an upper layer of new-age cooling Phase Change Material containing low heatconducting natural MICA mineral fibres.Unlike many cooling products on the market, this product is not gel infused, rather the PCM (phase change material) is woven into the fabric, meaning the fabric stays cool to the touch, regardless of how many times it is used, or laundered. The protector features an underside of breathable waterproof membrane, resulting in a product that is both functional and comfortable.Bambi are so confident in the effectiveness and longevity of our Cooltouch Active Mattress Protector that it has a 10-year warranty.The Cooltouch Active Mattress Protector has a waterproof membrane that is breathable and helps to protect your mattress and is asthma and allergy friendly.With a deep fitted skirt, the Cooltouch Active Mattress Protector will always be an excellent fit.The Cooltouch Active Mattress Protector is machine washable on a gentle cycle and can be tumble dried on a low setting.Available in Single, Long Single, King Single, Double, Queen, King and Super King sizes. Cooltouch is also available in a Pillow Protector.",169.00 - 349.00,Home > Sleep health > Pillows > Bambi Cooltouch Waterproof Mattress Protector,https://shop.resmed.com.au/bambi-cooltouch-waterproof-mattress-protector/,False,0.0,0,Cooltouch|Waterproof|Mattress Protector|Sleep Health|PCM|MICA Mineral Fibres|Asthma and Allergy Friendly|10-Year Warranty,Accessory
Sleep apnea,,Headgear for Mirage or Ultra Mirage or Quattro mask,"Replacement Headgear for ResMed Mirage Micro Nasal Mask.
This headgear keeps your settings in place so you won't have the hassle of readjusting it every time you wear your mask. Does not include head clips ",60.00,Home > Sleep apnea > CPAP Accessories > CPAP Mask Headgear > Headgear for Mirage or Ultra Mirage or Quattro mask,https://shop.resmed.com.au/headgear-for-mirage-or-ultra-mirage-or-quattro-mask/,False,4.6,15,Headgear|Sleep Apnea|CPAP Mask|Mirage|Ultra Mirage|Quattro,Accessory
Sleep apnea,SKU:61918,CPAP Mask Wipes (62 Pack),"A fast, easy and convenient way to clean your CPAP mask everyday.
CPAP Mask Wipes are a fast, easy and convenient way to clean your CPAP mask.These 100% cotton wipes contain an unscented cleaning agent and plant extracts and are free from alcohol and latex.Comes in an economical pack of 62 - perfect for regular use.You should remove facial oils from your mask after each use to optimise the seal of the mask.FEATURES:• Specially formulated without strong fragrances or harmful chemicals• So gentle, they nourish your hands• Biodegradable• Alcohol & latex Free• No animal testingUsed regularly, these wipes will gently remove dirt, oils and other organic residues from the mask without hardening or deteriorating any parts, helping you to enjoy a fresh, clean therapy experience.Also available in a small  - ideal for travelling. ALWAYS READ THE LABEL AND FOLLOW THE INSTRUCTIONS FOR USE. IF SYMPTOMS PERSIST, TALK TO YOUR HEALTHCARE PROFESSIONAL.",13.20,Home > Sleep apnea > CPAP Accessories > CPAP Cleaning > CPAP Mask Wipes (62 Pack),https://shop.resmed.com.au/resmed-cpap-wipes-62-pack/,False,4.6,83,Wipes|CPAP Mask|Sleep Apnea|Cleaning|Unscented,Accessory
Sleep apnea,SKU:16569,Headgear clips for Micro Activa LT or Ultra Mirage (2 pack),"Replacement Headgear Clips for ResMed Ultra Mirage Full Face Mask (Pack of 2).
This 2 pack features quick-release headgear clips giving you the freedom to remove your headgear as you please and to avoid the hassle of constant adjustment. ",9.90,Home > Sleep apnea > CPAP Accessories > CPAP Mask Parts > Headgear clips for Micro Activa LT or Ultra Mirage (2 pack),https://shop.resmed.com.au/headgear-clips-for-micro-activa-lt-or-ultra-mirage-2-pack/,False,4.7,3,Headgear Clips|Sleep Apnea|CPAP Accessories|Micro Activa LT|Ultra Mirage,Accessory
Sleep apnea,SKU:63842,ResMed AirFit™ 30i Mask Elbow,"Replacement elbow for the AirFit N30i or AirFit P30i CPAP mask.
Time to replace the elbow on your AirFit N30i or AirFit P30i CPAP mask?Don't buy a whole new mask, simply replace worn parts to save money and reduce waste.",29.00,Home > Sleep apnea > CPAP Accessories > CPAP Mask Parts > ResMed AirFit™ 30i Mask Elbow,https://shop.resmed.com.au/resmed-airfit-30i-elbow/,False,5.0,1,Elbow|Sleep Apnea|CPAP|AirFit N30i|AirFit P30i,Accessory
Sleep apnea,SKU:38810,ResMed HumidX™ (6 Pack),"6 pack of HumidX capsules for use with AirMini™ compatible AirFit™ nasal and nasal pillows mask systems. Each one provides waterless humidification when used with a ResMed AirMini CPAP machine.
HumidX are small heat and moisture exchangers (HME) designed to provide you with a comfortable experience at home or on holiday. You can use HumidX in almost any climate or sleep environment.When you exhale, heat and moisture is stored within the HME's tiny paper ridges. When you inhale, this heat and moisture is released to humidify the air you breathe in.Each pack contains 6 capsules for use.ALWAYS READ THE LABEL AND FOLLOW THE INSTRUCTIONS FOR USE. IF SYMPTOMS PERSIST, TALK TO YOUR HEALTHCARE PROFESSIONAL.",59.00,Home > Sleep apnea > CPAP Accessories > Humidifiers > ResMed HumidX™ (6 Pack),https://shop.resmed.com.au/resmed-humidx-6-pack/,False,4.1,24,HumidX|Sleep Apnea|CPAP Accessories|Heat and Moisture Exchangers|HME,Accessory
Sleep apnea,SKU:63167,ResMed AirFit™ F10 for Her Mask Headgear,"This signature pink headgear features thin straps for maximum comfort and fewer marks on your face during therapy.
The AirFit F10 for Her headgear in pink features slim straps for maximum comfort and fewer facial marks. The frame and headgear work together to provide stability and performance just for her. ",80.00,Home > Sleep apnea > CPAP Accessories > CPAP Mask Headgear > ResMed AirFit™ F10 for Her Mask Headgear,https://shop.resmed.com.au/resmed-airfit-f10-for-her-mask-headgear/,False,3.0,2,Headgear|Sleep Apnea|CPAP Mask|AirFit F10|ResMed,Accessory
Sleep apnea,SKU:37314,ResMed AirSense™ 10 Elite CPAP Machine,"The AirSense 10 Elite fixed pressure CPAP machine is a premium obstructive sleep apnea machine with a built-in humidifier, and no complicated settings or menus. This device will suit you if you have fixed pressure CPAP requirements. Please supply your therapy settings following your purchase.
Intelligent detectionBuilt-in ambient light sensor.Easy-Breathe motorSmartStart™ functionConsistent humidificationFeatures / CPAP MachineCPAP✓✓✓✓AutoSet ✓✓✓AutoSet for Her  ✓✓Cheyne-Stokes respiration detection✓✓✓✓Central apnea detection✓✓✓✓RERA reporting  ✓✓AutoSet algorithm with AutoSet Response ✓✓✓AutoRamp with sleep onset detection✓✓✓✓Advanced HumidAir technology✓✓✓ Enhanced Climate Control Auto✓✓✓ Waterless Humidification   ✓Expiratory Pressure Relief (EPR™)✓✓✓✓SmartStart™✓✓✓✓Aircraft use*✓✓✓✓Pressure: 4 to 20 cm H2O✓✓✓✓Sound pressure level26.6 dBA26.6 dBA26.6 dBA30dB withuncertainty of 2 dBAWeight1248g1248g1248g300gDimensions(Height x Depth x Width)116mm x 150mm x 255mm116mm x 150mm x 255mm116mm x 150mm x 255mm52mm x 84mm x 136mmMask Compatilibity**All MasksAll MasksAll MasksSelected ResMed MasksData Connectivity***Card to Cloud4G***4G***Bluetooth*Manual and VideoManualsVideosHow to setup your your AirSense 10 Elite ","1,315.00",Home > Sleep apnea > CPAP Machines > Fixed Pressure Machines > ResMed AirSense™ 10 Elite CPAP Machine,https://shop.resmed.com.au/resmed-airsense-10-elite-cpap-machine/,True,5.0,1,CPAP Machine|Sleep Apnea|Humidifier|SmartStart|EPR|AirSense 10 Elite|Fixed Pressure|HumidAir|AutoRamp|AutoSet,Product
Sleep apnea,,ResMed AirFit™ F10 Mask Headgear,"Featuring thin straps for your maximum comfort, and fewer visible marks on your face during therapy.
The AirFit F10 headgear features slim staps for maximum comfort and fewer facial marks.The frame and headgear work together to provide superior stability and performance.Choose from a Small, Standard or Large size.",80.00,Home > Sleep apnea > CPAP Accessories > CPAP Mask Headgear > ResMed AirFit™ F10 Mask Headgear,https://shop.resmed.com.au/airfit-f10-headgear/,False,2.0,1,Headgear|Sleep Apnea|CPAP|AirFit F10|Small|Standard|Large,Accessory
Sleep apnea,,ResMed AirFit™ F10 Mask Frame,"The AirFit F10 mask frame is lightweight and is easy to connect with the mask cushion.
The AirFit F10 mask frame is lightweight and is easy to connect with the mask cushion.Working together, the mask frame and headgear provide the stability and performance you'd expect from ResMed.",80.00,Home > Sleep apnea > CPAP Accessories > CPAP Mask Headgear > ResMed AirFit™ F10 Mask Frame,https://shop.resmed.com.au/airfit-f10-mask-frame/,False,5.0,3,Mask Frame|Lightweight|ResMed|Sleep Apnea|CPAP Mask Headgear,Accessory
Sleep apnea,SKU:63466,ResMed AirFit™ F20 for Her Mask Frame,"Replacement mask frame for ResMed's AirFit F20 for Her full face mask.
The AirFit F20 for Her mask frame is designed to be flexible and softly wraps around your face for added comfort during your therapy.",95.00,Home > Sleep apnea > CPAP Accessories > CPAP Mask Headgear > ResMed AirFit™ F20 for Her Mask Frame,https://shop.resmed.com.au/airfit-f20-for-her-mask-frame/,False,3.0,1,Mask Frame|Sleep Apnea|AirFit F20|CPAP Mask Headgear|ResMed,Accessory
Sleep apnea,SKU:63473,ResMed AirFit™ F20 for Her Mask Headgear,"Replacement headgear for ResMed's AirFit F20 for Her full face mask.
The AirFit F20 for Her headgear features pink accents and plush straps designed to give you a more comfortable night's sleep.Available in Standard size only.",69.00,Home > Sleep apnea > CPAP Accessories > CPAP Mask Headgear > ResMed AirFit™ F20 for Her Mask Headgear,https://shop.resmed.com.au/airfit-f20-for-her-headgear/,False,4.6,14,Headgear|Sleep Apnea|CPAPMask|AirFit F20|Standard Size,Accessory
Sleep apnea,,ResMed AirFit™ F20 Mask Headgear,"Replacement headgear for AirFit F20 Full Face Mask.
The replacement headgear for ResMed's AirFit F20 full face mask features blue accents and plush straps to give you a more comfortable night's sleep. Comes in 3 sizes (Small, Medium, Large).",69.00,Home > Sleep apnea > CPAP Accessories > CPAP Mask Headgear > ResMed AirFit™ F20 Mask Headgear,https://shop.resmed.com.au/airfit-f20-mask-headgear/,False,4.2,71,Headgear|Sleep Apnea|CPAPMask|AirFit F20|Full Face Mask,Accessory
Sleep apnea,SKU:63475,ResMed AirFit™ F20/ F30/ F30i Mask Headgear Clips,"Replacement headgear clips for use with ResMed's AirFit F20 full face mask. Also fits ResMed's AirFit F30 and F30i masks.Pack of two.
These replacement headgear clips are magnetic and are designed to clip on and off with ease.Made for use with ResMed's AirFit F20 full face mask. Comes in a pack of two.",10.00,Home > Sleep apnea > CPAP Accessories > CPAP Mask Parts > ResMed AirFit™ F20/ F30/ F30i Mask Headgear Clips,https://shop.resmed.com.au/airfit-f20-mask-headgear-clips/,False,3.8,12,Headgear Clips|Sleep Apnea|CPAP Accessories|ResMed AirFit™ F20/ F30/ F30i,Accessory
Sleep apnea,,ResMed AirFit™ F20 Mask Cushion,"Replacement cushion for the ResMed AirFit F20 or AirFit F20 for Her full face mask.
The AirFit F20 mask cushion features InfinitySeal™ technology to ensure that the mask moves comfortably with you throughout the night. ",75.00,Home > Sleep apnea > CPAP Accessories > CPAP Mask Cushions > ResMed AirFit™ F20 Mask Cushion,https://shop.resmed.com.au/resmed-airfit-f20-mask-cushion/,False,4.2,82,Cushion|Sleep Apnea|InfinitySeal|AirFit F20|ResMed,Accessory
Sleep apnea,SKU:63476,ResMed AirFit™ F20 and AirFit™ F30 Mask Standard Elbow,"Replacement standard elbow for ResMed's AirFit F20 and AirFit F30 full face mask.
",50.00,Home > Sleep apnea > CPAP Accessories > CPAP Mask Parts > ResMed AirFit™ F20 and AirFit™ F30 Mask Standard Elbow,https://shop.resmed.com.au/airfit-f20-mask-elbow/,False,5.0,2,Elbow|Sleep Apnea|CPAP|AirFit F20|AirFit F30,Accessory
Sleep apnea,SKU:63465,ResMed AirFit™ F20 Mask Frame,"Replacement mask frame for the AirFit F20 full face mask.
The AirFit F20 mask frame is soft and flexible with padded straps for extra comfort. ",95.00,Home > Sleep apnea > CPAP Accessories > CPAP Mask Headgear > ResMed AirFit™ F20 Mask Frame,https://shop.resmed.com.au/resmed-airfit-f20-mask-frame/,False,5.0,1,Mask Frame|Sleep Apnea|CPAP|AirFit F20,Accessory
Sleep apnea,SKU:63477,ResMed AirFit™ F20 Mask Soft Sleeves,"Soft sleeves to cover the AirFit F20 and AirFit F20 for Her mask frame.
Replacement soft sleeves for the AirFit F20 and AirFit F20 for Her full face masks. Designed to increase your comfort and reduce facial marks during your therapy.",15.00,Home > Sleep apnea > CPAP Accessories > CPAP Mask Cushions > ResMed AirFit™ F20 Mask Soft Sleeves,https://shop.resmed.com.au/airfit-f20-mask-soft-sleeves/,False,4.3,3,Soft Sleeves|Sleep Apnea|CPAP Mask|AirFit F20|AirFit F20 for Her,Accessory
Sleep apnea,,ResMed AirFit™ N10 Mask Cushion,"This replacement cushion fits the ResMed AirFit N10 nasal mask. Choose from Small, Standard or Wide fit.
This replacement cushion fits the ResMed AirFit N10 nasal mask. The dual wall Spring Air cushion is designed to provide you with a comfortable seal as you move throughout the night. The lightweight, durable flexi-tube integrates directly into the frame allowing for 360° movement as you sleep without compromising the seal. Choose from three sizes: Small, Standard or Wide. ",89.00,Home > Sleep apnea > CPAP Accessories > CPAP Mask Cushions > ResMed AirFit™ N10 Mask Cushion,https://shop.resmed.com.au/resmed-airfit-n10-cushion/,False,5.0,1,Cushion|Sleep Apnea|ResMed AirFit™ N10|CPAP Mask Cushions,Accessory
Sleep apnea,SKU:63261,ResMed AirFit™ N10 for Her Mask Headgear,"Replacement headgear in pink for her. Suits AirFit N10
AirFit N10 SoftEdge headgear for her features slimmed-down straps to maximise comfort and minimise facial marks.",85.00,Home > Sleep apnea > CPAP Accessories > CPAP Mask Headgear > ResMed AirFit™ N10 for Her Mask Headgear,https://shop.resmed.com.au/airfit-n10-for-her-headgear/,False,0.0,0,Headgear|Sleep Apnea|CPAP Mask|AirFit N10|SoftEdge,Accessory
Sleep apnea,,ResMed AirFit™ N10 Mask Headgear,"Replacement headgear for AirFit N10 nasal mask. Choose from Small or Standard size.
AirFit N10 SoftEdge headgear features slimmed-down straps to maximise comfort and minimise facial marks.  Choose from Small or Standard size. ",85.00,Home > Sleep apnea > CPAP Accessories > CPAP Mask Headgear > ResMed AirFit™ N10 Mask Headgear,https://shop.resmed.com.au/resmed-airfit-n10-headgear/,False,3.8,4,Headgear|Sleep Apnea|CPAPMask|AirFit N10|SoftEdge,Accessory
Sleep apnea,,ResMed Quattro™ FX Mask Cushion,"Replacement Cushion for ResMed Quattro FX Full Face Mask.
",79.00,Home > Sleep apnea > CPAP Accessories > CPAP Mask Cushions > ResMed Quattro™ FX Mask Cushion,https://shop.resmed.com.au/resmed-quattro-fx-cushion/,False,4.5,2,Cushion|Sleep Apnea|CPAP|Quattro FX|ResMed,Accessory
Sleep apnea,,ResMed Mirage™ FX Mask Cushion,"Replacement mask cushions
The Mirage FX has been designed to deliver maximum comfort while you sleep. The dual-wall Spring Air cushion is very soft on your face giving you the ultimate therapy experience.Note: Mirage FX for Her uses the SMALL cushion ",89.00,Home > Sleep apnea > CPAP Accessories > CPAP Mask Cushions > ResMed Mirage™ FX Mask Cushion,https://shop.resmed.com.au/mirage-fx-mask-cushion/,False,4.2,12,Mask Cushion|Sleep Apnea|ResMed Mirage™ FX|Dual-Wall Spring Air Cushion|Small Cushion,Accessory
Sleep apnea,SKU:63566,ResMed AirFit™ N20 Mask Frame,"Replacement Mask Frame for the N20 nasal mask.
The replacement Mask Frame for the AirFit N20 nasal mask is fabric-lined and flexible enough to fit your face shape thanks to its unique design. ",90.00,Home > Sleep apnea > CPAP Accessories > CPAP Mask Headgear > ResMed AirFit™ N20 Mask Frame,https://shop.resmed.com.au/resmed-airfit-n20-mask-frame/,False,4.0,1,Mask Frame|Sleep Apnea|CPAP|ResMed AirFit™ N20,Accessory
Sleep apnea,SKU:38812,ResMed HumidX™ Plus (3 Pack),"3 pack of HumidX Plus capsules for use with AirMini™ compatible AirFit™ nasal and nasal pillows mask systems. Each one provides waterless humidification when used with a ResMed AirMini CPAP machine.
HumidX are small heat and moisture exchangers (HME) designed to provide you with a comfortable experience at home or on holiday.HumidX Plus can be used in dry and high altitude environments where humidity is low. For instance, if you are traveling by plane, this would be the perfect solution.When you exhale, heat and moisture is stored within the HME's tiny paper ridges. When you inhale, this heat and moisture is released to humidify the air you breathe in.Each pack contains 3 capsules for use.ALWAYS READ THE LABEL AND FOLLOW THE INSTRUCTIONS FOR USE. IF SYMPTOMS PERSIST, TALK TO YOUR HEALTHCARE PROFESSIONAL.",35.00,Home > Sleep apnea > CPAP Accessories > Humidifiers > ResMed HumidX™ Plus (3 Pack),https://shop.resmed.com.au/resmed-humidx-plus-3-pack/,False,4.8,6,HumidX Plus|Sleep Apnea|CPAP Accessories|Heat and Moisture Exchangers|Humidifiers,Accessory
Sleep apnea,SKU:61030,ResMed Pixi™ Paediatric Mask,"The ResMed Pixi paediatric mask, for ages 2 to 7yrs, is designed with the help of paediatric health experts with children and their families in mind. Comes complete with headgear, frame and cushion.
The ResMed Pixi paediatric mask is designed with the help of paediatric health experts with children and their families in mind. It consists of features that give you peace of mind while helping to provide a positive therapy experience for your child.Engineered for little faces A soft, single-wall, thin silicone cushion minimises pressure on your child’s face, without compromising seal.Quick-release latch This makes it easy to take the mask off, while retaining desired headgear settings.Two tubing positionsAir tubing can be moved to either side of the cushion depending on your child’s sleeping position.Pixi GuidesALWAYS READ THE LABEL AND FOLLOW THE INSTRUCTIONS FOR USE. IF SYMPTOMS PERSIST, TALK TO YOUR HEALTHCARE PROFESSIONAL.",225.00,Home > Sleep apnea > CPAP Masks > Nasal Masks > ResMed Pixi™ Paediatric Mask,https://shop.resmed.com.au/resmed-pixi-paediatric-mask/,False,0.0,0,Paediatric Mask|Sleep Apnea|CPAP Masks|Nasal Masks|ResMed Pixi,Product
Sleep apnea,SKU:61034,ResMed Pixi™ Paediatric Mask Headgear,"Replacement Headgear for the Pixi Paediatric Mask.
The Pixi Paediatric mask features a child-friendly, special headgear design that sits away from your child's eyes and ears to reduce irritation and to help ease feelings of discomfort or claustrophobia. ",89.00,Home > Sleep apnea > CPAP Accessories > CPAP Mask Headgear > ResMed Pixi™ Paediatric Mask Headgear,https://shop.resmed.com.au/resmed-pixi-paediatric-mask-headgear/,False,0.0,0,Headgear|Sleep Apnea|CPAPMask|Paediatric|Pixi,Accessory
Sleep apnea,SKU:61033,ResMed Pixi™ Paediatric Mask Cushion,"Replacement Cushion for ResMed's Pixi Paediatric Mask.
The Pixi Paediatric mask features a thin silicone cushion that is soft and comfortable to reduce pressure on soft, delicate faces without having an impact on therapy. ",64.50,Home > Sleep apnea > CPAP Accessories > CPAP Mask Cushions > ResMed Pixi™ Paediatric Mask Cushion,https://shop.resmed.com.au/resmed-pixi-paediatric-cushion/,False,0.0,0,Cushion|Sleep Apnea|Pixi|Paediatric|ResMed,Accessory
Sleep apnea,SKU:61530,ResMed Swift™ FX Mask Soft Wraps,"Minimise rubbing and soreness with these soft fabric wraps.
To reduce irritation and discomfort, wrap your Swift FX mask headgear with these soft fabric wraps. ",20.00,Home > Sleep apnea > CPAP Accessories > CPAP Mask Headgear > ResMed Swift™ FX Mask Soft Wraps,https://shop.resmed.com.au/resmed-swift-fx-soft-wraps/,False,3.1,9,Headgear|Sleep Apnea|Soft Wraps|ResMed Swift™ FX Mask,Accessory
Sleep apnea,SKU:61288,ResMed Mirage Quattro™ Mask Forehead Support,"Replacement Forehead Support for ResMed Quattro Mask series.
",19.90,Home > Sleep apnea > CPAP Accessories > CPAP Mask Parts > ResMed Mirage Quattro™ Mask Forehead Support,https://shop.resmed.com.au/resmed-mirage-quattro-forehead-support/,False,5.0,1,Forehead Support|Sleep Apnea|CPAP Mask|ResMed Mirage Quattro™,Accessory
Sleep apnea,,ResMed Mirage™ FX Nasal Mask For Her,"This mask is built for your convenience. Made up of just 4 parts, it's easy to use, clean and reassemble. The Mirage FX is engineered to deliver maximum comfort while you sleep.
ALWAYS READ THE LABEL AND FOLLOW THE INSTRUCTIONS FOR USE. IF SYMPTOMS PERSIST, TALK TO YOUR HEALTHCARE PROFESSIONAL.",219.00,Home > Sleep apnea > CPAP Masks > Nasal Masks > ResMed Mirage™ FX Nasal Mask For Her,https://shop.resmed.com.au/resmed-mirage-fx-nasal-mask-for-her/,False,5.0,1,Nasal Mask|Sleep Apnea|ResMed|Mirage FX,Product
Sleep apnea,SKU:16565,ResMed Mirage™ Micro and Ultra Mirage™ Nasal Mask Swivel,"This is a replacement swivel for your Mirage Micro nasal mask.
",15.00,Home > Sleep apnea > CPAP Accessories > CPAP Mask Parts > ResMed Mirage™ Micro and Ultra Mirage™ Nasal Mask Swivel,https://shop.resmed.com.au/resmed-mirage-micro-and-ultra-mirage-nasal-cpap-mask-swivel/,False,0.0,0,Swivel|Sleep Apnea|CPAP Mask|Mirage Micro|Ultra Mirage,Accessory
